SYSTEMSTOP,OBJECTID,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,STATUS,PUBLIC_NAM,Latitude,Longitude,Number,Street2,City,State,County,Zip
11953,193,92ND STREET,BALTIMORE,EB,NS,95,,1,92nd Street & Baltimore,41.72805,-87.548279,3101,E 92nd St,Chicago,IL,Cook County,60617
2723,194,79TH STREET,KILPATRICK (east leg),EB,NS,79,,1,79th Street & Kilpatrick,41.749006,-87.737367,7900,S Kilpatrick Ave,Chicago,IL,Cook County,60652
1307,195,FULLERTON,KILPATRICK,EB,NS,74,,1,Fullerton & Kilpatrick,41.92404,-87.744079,4701,W Fullerton Ave,Chicago,IL,Cook County,60639
6696,196,TAYLOR,THROOP,EB,NS,157,,1,Taylor & Throop,41.869206,-87.659363,1301,W Taylor St,Chicago,IL,Cook County,60607
22,197,JACKSON,KARLOV,EB,FS,126,,1,Jackson & Karlov,41.876857,-87.727636,4053,W Jackson Blvd,Chicago,IL,Cook County,60624
4767,198,FOSTER,MONTICELLO,EB,NS,92,,1,Foster & Monticello,41.975394,-87.719839,3635,W Foster Ave,Chicago,IL,Cook County,60625
6057,199,ASHLAND,CERMAK/BLUE ISLAND,SB,NS,"9,X9",N9,1,Ashland & Cermak/Blue Island,41.852595,-87.666426,1600,W Cermak Rd,Chicago,IL,Cook County,60608
1790,200,CLARK,ALBION,SB,NS,22,N22,1,Clark & Albion,42.001816,-87.67211,6600,N Clark St,Chicago,IL,Cook County,60626
1847,201,CLARK,BURTON,SB,NS,"22,36",N22,1,Clark & Burton,41.909273,-87.631433,1455,N Clark St,Chicago,IL,Cook County,60610
11474,202,RIDGE,BROADWAY/BRYN MAWR,NWB,FS,84,,1,Ridge & Broadway/Bryn Mawr,41.983873,-87.660732,5610,N Ridge Ave,Chicago,IL,Cook County,60660
1368,203,LINCOLN,BERWYN,SEB,NS,11,,1,Lincoln & Berwyn,41.977547,-87.692785,5258,N Lincoln Ave,Chicago,IL,Cook County,60625
11877,204,CALIFORNIA,DEVON,SB,NS,93,,1,California & Devon,41.99781,-87.699816,2800,W Devon Ave,Chicago,IL,Cook County,60659
3718,205,HALSTED,115TH STREET,SB,NS,"8A,108",,1,Halsted & 115th Street,41.685445,-87.641761,11449,S Halsted St,Chicago,IL,Cook County,60628
5173,206,RACINE,60TH STREET,SB,NS,44,,1,Racine & 60th Street,41.785184,-87.654876,5960,S Racine Ave,Chicago,IL,Cook County,60636
5182,207,RACINE,68TH STREET,SB,NS,44,,1,Racine & 68th Street,41.770775,-87.654541,6754,S Racine Ave,Chicago,IL,Cook County,60636
7543,208,MICHIGAN,110TH STREET,SB,NS,34119,N34,1,Michigan & 110th Street,41.694601,-87.621129,10954,S Michigan Ave,Chicago,IL,Cook County,60628
10235,209,CICERO,IOWA,SB,NS,54,,1,Cicero & Iowa,41.896991,-87.745597,901,N Cicero Ave,Chicago,IL,Cook County,60651
4525,210,ARCHER,MAJOR (west leg),SWB,NS,"62,62H",,1,Archer & Major,41.795603,-87.764515,5948,S Archer Ave,Chicago,IL,Cook County,60638
5368,211,BROADWAY,SURF (north leg),SB,NS,36,,1,Broadway & Surf,41.935019,-87.644393,2900,N Broadway St,Chicago,IL,Cook County,60657
9925,212,NORTHWEST HWY,OVERHILL,SEB,FS,68,,1,Northwest Hwy & Overhill,42.004207,-87.818846,6825,N Overhill Ave,Chicago,IL,Cook County,60631
9936,213,NORTHWEST HWY,NIAGARA,SEB,FT,68,,1,Northwest Hwy & Niagara,41.993201,-87.800859,6146,N Northwest Hwy,Chicago,IL,Cook County,60631
16069,214,CICERO,PERSHING,SB,FS,54B,,1,Cicero & Pershing,41.822628,-87.744266,3800,Cicero Ave,Cicero,IL,Cook County,60804
2259,215,KING DRIVE,90TH STREET,SB,FS,3,,1,King Drive & 90th Street,41.730882,-87.614745,9000,S Martin Luther King Jr Dr,Chicago,IL,Cook County,60619
14102,216,JEFFERSON PARK,BLUE LINE STATION/SOUTH B,SWB,TERM,81,N81,1,Jefferson Park Transit Center,41.970172,-87.761529,4877,N Milwaukee Ave,Chicago,IL,Cook County,60630
7058,217,S. SHORE DRIVE,77TH STREET,SB,FS,"N5,6,26,71",N5,1,S. Shore Drive & 77th Street,41.756754,-87.553592,7700,S South Shore Dr,Chicago,IL,Cook County,60649
5353,218,BROADWAY,CULLOM,SB,MT,36,,1,Broadway & Cullom,41.960079,-87.654451,4305,N Sheridan Rd,Chicago,IL,Cook County,60613
6488,219,WENTWORTH,CERMAK,NB,NS,24,,1,Wentworth & Cermak,41.852619,-87.631746,2201,S Wentworth Ave,Chicago,IL,Cook County,60616
5710,220,IRVING PARK,KEYSTONE,WB,NS,80,,1,Irving Park & Keystone (Blue Line),41.953876,-87.728932,4032,W Irving Park Rd,Chicago,IL,Cook County,60641
5314,221,67TH STREET,EAST END,WB,NT,"N5,6,15,67",N5,1,67th Street & East End,41.772953,-87.58366,1703,E 67th St,Chicago,IL,Cook County,60649
4723,222,JACKSON,CAMPBELL,WB,NS,126,,1,Jackson & Campbell,41.877342,-87.688537,2457,W Jackson Blvd,Chicago,IL,Cook County,60612
8099,223,47TH STREET,ALBANY,WB,NS,47,,1,47th Street & Albany,41.80838,-87.701341,3058,W 47th St,Chicago,IL,Cook County,60632
237,224,CONGRESS,KARLOV,WB,NS,7,,1,Congress & Karlov,41.874561,-87.727742,4058,W Congress Pkwy,Chicago,IL,Cook County,60624
458,225,MADISON,PEORIA,WB,NS,20,N20,1,Madison & Peoria,41.882032,-87.649497,856,W Madison St,Chicago,IL,Cook County,60607
9688,226,LAWRENCE,MENARD (west leg),WB,NS,"81W,91",,1,Lawrence & Menard,41.967852,-87.772635,5776,W Lawrence Ave,Chicago,IL,Cook County,60630
10122,227,71ST STREET,SPAULDING,WB,NT,67,,1,71st Street & Spaulding,41.764115,-87.705065,3257,W 71st St,Chicago,IL,Cook County,60629
335,228,ROOSEVELT,MAY,WB,NS,12,,1,Roosevelt & May,41.867262,-87.654731,1115,S May St,Chicago,IL,Cook County,60608
9749,229,LAWRENCE,PROSPECT,WB,FS,81W,,1,Lawrence & Prospect,41.967009,-87.83099,8132,Lawrence Ave,Harwood Heights,IL,Cook County,60706
7997,230,43RD STREET,COTTAGE GROVE,WB,NS,43,,1,43rd Street & Cottage Grove,41.817043,-87.606436,4259,S Cottage Grove Ave,Chicago,IL,Cook County,60653
9517,231,87TH STREET,ALBANY,WB,NT,87,,1,87th Street & Albany,41.735026,-87.69959,3055,W 87th St,Evergreen Park,IL,Cook County,60805
7586,232,131ST STREET,RHODES,WB,MT,34,N34,1,131st Street & Rhodes,41.657229,-87.609391,13101,S Rhodes Ave,Chicago,IL,Cook County,60827
4132,233,ARMITAGE,4600 WEST,WB,MB,73,,1,4600 W Armitage,41.916806,-87.741946,4601,W Armitage Ave,Chicago,IL,Cook County,60639
14681,234,CENTRAL STREET,RIDGE,WB,NS,201,,2,Central Street & Ridge,42.064306,-87.683162,2601,Ridge Ave,Evanston,IL,Cook County,60201
9687,235,LAWRENCE,MAJOR (west leg),WB,NS,"81W,91",,1,Lawrence & Major,41.967931,-87.770004,4801,N Major Ave,Chicago,IL,Cook County,60630
5379,236,STATE,HURON,SB,NS,36,,1,State & Huron,41.895069,-87.627776,8,E Huron St,Chicago,IL,Cook County,60611
12609,237,ADDISON,MELVINA,WB,NS,152,,1,Addison & Melvina,41.945946,-87.781205,6158,W Addison St,Chicago,IL,Cook County,60634
9314,238,BELMONT,CENTRAL PARK,WB,NS,77,N77,1,Belmont & Central Park,41.939411,-87.717154,3554,W Belmont Ave,Chicago,IL,Cook County,60618
14523,239,CHICAGO,HAMLIN,WB,FS,66,N66,1,Chicago & Hamlin,41.895622,-87.721654,3810,W Chicago Ave,Chicago,IL,Cook County,60651
12574,240,ADDISON,CALIFORNIA,WB,NS,152,,1,Addison & California,41.94696,-87.69834,2800,W Addison St,Chicago,IL,Cook County,60618
1543,241,51ST STREET,INDIANA,WB,NS,15,,1,51st Street & Indiana,41.802229,-87.621333,130,E 51st St,Chicago,IL,Cook County,60615
6846,242,CERMAK,ARCHER,WB,NS,21,,1,Cermak & Archer,41.853076,-87.633905,250,W Cermak Rd,Chicago,IL,Cook County,60616
15316,243,35TH STREET,MICHIGAN,WB,FS,35,,1,35th Street & Michigan,41.830921,-87.623806,3500,S Michigan Ave,Chicago,IL,Cook County,60616
367,244,ROOSEVELT,KEELER,WB,NS,12,,1,Roosevelt & Keeler,41.866211,-87.730311,1156,S Keeler Ave,Chicago,IL,Cook County,60624
17019,245,BELMONT,CENTRAL,WB,FS,77,N77,1,Belmont & Central,41.938733,-87.766793,3204,N Central Ave,Chicago,IL,Cook County,60634
15337,246,GRAND,MENARD,WB,FS,65,,1,Grand & Menard,41.91991,-87.770939,5802,W Grand Ave,Chicago,IL,Cook County,60639
6859,247,CERMAK,THROOP,WB,NS,21,,1,Cermak & Throop,41.852723,-87.658892,1300,W Cermak Rd,Chicago,IL,Cook County,60608
7590,248,127TH STREET,MICHIGAN,WB,NS,34108,N34,1,127th Street & Michigan,41.663636,-87.620227,12626,S Michigan Ave,Chicago,IL,Cook County,60628
11378,249,MONTROSE,OAKLEY,WB,NT,78,,1,Montrose & Oakley,41.961132,-87.686412,2301,W Montrose Ave,Chicago,IL,Cook County,60618
786,250,GRAND,WOOD,WB,NS,65,,1,Grand & Wood,41.891152,-87.671694,1752,W Grand Ave,Chicago,IL,Cook County,60622
1541,251,51ST STREET,KING DRIVE (w. serv. dr.),WB,FS,15,,1,51st Street & King Drive,41.801977,-87.616788,365,E 51st St,Chicago,IL,Cook County,60615
13079,252,59TH STREET,SACRAMENTO,WB,NS,59,,1,59th Street & Sacramento,41.786511,-87.698102,2950,W 59th St,Chicago,IL,Cook County,60629
622,253,CHICAGO,ASHLAND,WB,NS,66,N66,1,Chicago & Ashland,41.896246,-87.667097,801,N Ashland Ave,Evergreen Park,IL,Cook County,60642
17487,254,HALSTED,LINCOLN/FULLERTON,NB,FS,8,,1,Halsted & Lincoln/Fullerton,41.925878,-87.64859,758,W Fullerton Ave,Chicago,IL,Cook County,60614
17462,255,PULASKI,ADDISON,SB,FS,53,N53,1,Pulaski & Addison,41.946147,-87.727682,3556,N Pulaski Rd,Chicago,IL,Cook County,60641
17354,256,79TH STREET,COLFAX,EB,FS,79,N79,1,79th Street & Colfax,41.752003,-87.561188,2600,E 79th St,Chicago,IL,Cook County,60649
17468,257,BELMONT,MASON,EB,FS,77,N77,1,Belmont & Mason,41.93821,-87.774816,5925,W Belmont Ave,Chicago,IL,Cook County,60634
17469,258,BELMONT,LAMON,EB,FS,77,N77,1,Belmont & Lamon,41.938651,-87.749069,4857,W Belmont Ave,Chicago,IL,Cook County,60641
17470,259,BELMONT,KENOSHA,EB,NS,77,N77,1,Belmont & Kenosha,41.938648,-87.734256,4227,W Belmont Ave,Chicago,IL,Cook County,60641
17472,260,HALSTED,79TH STREET,EB,TERM,"8,8A",,1,Halsted & 79th Street Terminal,41.749853,-87.643694,7925,S Halsted St,Chicago,IL,Cook County,60620
14283,261,CENTRAL STREET,WALNUT,WB,NS,201206,,2,Central Street & Walnut,42.064587,-87.704639,2223,Central St,Evanston,IL,Cook County,60201
988,262,NORTH AVENUE,MEADE,WB,NS,72,,1,North Ave & Meade,41.909451,-87.777497,6056,W North Ave,Chicago,IL,Cook County,60639
4813,263,FOSTER,WASHTENAW,WB,NS,92,,1,Foster & Washtenaw,41.976054,-87.696298,5201,N Washtenaw Ave,Chicago,IL,Cook County,60625
12360,264,MONTEREY,100' east of HERMOSA,WB,MB,112,,1,Monterey & Hermosa,41.690442,-87.666847,2105,W Monterey Ave,Chicago,IL,Cook County,60643
12362,265,MONTEREY,HALE (east leg),WB,NS,112,,1,Monterey & Hale,41.691743,-87.670502,1949,W Monterey Ave,Chicago,IL,Cook County,60643
13034,266,61ST STREET,LANGLEY,WB,NS,"N4,59",N4,1,61st Street & Langley,41.784264,-87.608279,700,E 61st St,Chicago,IL,Cook County,60637
12201,267,103RD STREET,3000 WEST RR CROSSING,WB,NS,103,,1,3000 W 103rd Street,41.706496,-87.696225,2958,W 103rd St,Chicago,IL,Cook County,60655
7940,268,BELMONT,WASHTENAW,WB,NS,77,N77,1,Belmont & Washtenaw,41.939612,-87.695041,2658,W Belmont Ave,Chicago,IL,Cook County,60618
13065,269,59TH STREET,LAFLIN,WB,NS,59,,1,59th Street & Laflin,41.78706,-87.661481,1448,W 59th St,Chicago,IL,Cook County,60636
12291,270,103RD STREET,INDIANA,WB,NS,34106,,1,103rd Street & Indiana,41.707567,-87.618267,200,E 103rd St,Chicago,IL,Cook County,60628
9306,271,BELMONT,PAULINA,WB,NS,77,N77,1,Belmont & Paulina,41.93987,-87.670891,3205,N Paulina St,Chicago,IL,Cook County,60657
9193,272,51ST STREET,WENTWORTH,WB,NS,15,,1,51st Street & Wentworth,41.802013,-87.631067,,I 94,Chicago,IL,Cook County,60609
7515,273,31ST STREET,CANAL,WB,NS,31,,1,31st Street & Canal,41.838353,-87.637921,434,W 31st St,Chicago,IL,Cook County,60616
15790,274,87TH STREET,MORGAN,WB,FS,"24,87",N87,1,87th Street & Morgan,41.736334,-87.648899,8650,S Morgan St,Chicago,IL,Cook County,60620
14225,275,WACKER,STATE,WB,FS,134135136,,1,Wacker & State,41.886523,-87.627537,1,E Wacker Dr,Chicago,IL,Cook County,60601
11413,276,MONTROSE,MENARD,WB,NS,78,,1,Montrose & Menard,41.960638,-87.77197,5758,W Montrose Ave,Chicago,IL,Cook County,60634
14621,277,PULASKI,WELLINGTON,SB,FS,53,N53,1,Pulaski & Wellington,41.935303,-87.727425,2954,N Pulaski Rd,Chicago,IL,Cook County,60641
3068,278,KEDZIE,36TH STREET,SB,NS,52,,1,Kedzie & 36th Street,41.828398,-87.704839,3206,W 36th St,Chicago,IL,Cook County,60632
5584,279,MILWAUKEE,BERTEAU,NWB,NS,56,,1,Milwaukee & Berteau,41.956873,-87.751032,4171,N Milwaukee Ave,Chicago,IL,Cook County,60641
3685,280,HALSTED,83RD STREET,SB,NS,8A,,1,Halsted & 83rd Street,41.743551,-87.644119,8256,S Halsted St,Chicago,IL,Cook County,60620
5163,281,RACINE,51ST STREET,SB,NS,44,,1,Racine & 51st Street,41.801656,-87.654902,1156,W 51st St,Chicago,IL,Cook County,60609
2408,282,STATE,43RD STREET,SB,NS,29,,1,State & 43rd Street,41.816302,-87.625975,4303,S State St,Chicago,IL,Cook County,60609
14612,283,CALIFORNIA,MADISON,SB,FS,94,,1,California & Madison,41.880764,-87.696731,2811,W 5th Ave,Chicago,IL,Cook County,60612
2231,284,KING DRIVE,63RD STREET,SB,FS,3,,1,King Drive & 63rd Street,41.779974,-87.61538,6307,S Martin Luther King Jr Dr,Chicago,IL,Cook County,60637
5024,285,CLINTON,MADISON,SB,NS,128132192,,1,Clinton & Madison,41.88163,-87.641582,553,W Madison St,Chicago,IL,Cook County,60661
5629,286,IRVING PARK,LAMON,EB,NS,80,,1,Irving Park & Lamon,41.953094,-87.750138,4901,W Irving Park Rd,Chicago,IL,Cook County,60641
10532,287,GARFIELD,RACINE,EB,FS,55,N55,1,Garfield & Racine,41.793621,-87.654432,1151,W Garfield Blvd,Chicago,IL,Cook County,60621
396,288,MADISON,LOCKWOOD (west leg),EB,NS,20,N20,1,Madison & Lockwood,41.880034,-87.757939,5301,W Madison St,Chicago,IL,Cook County,60644
15383,289,HARLEM,DIVERSEY,NB,FS,90,,1,Harlem & Diversey,41.930988,-87.806235,2801,N Harlem Ave,Chicago,IL,Cook County,60707
15539,290,AUSTIN,WELLINGTON,NB,FS,91,,1,Austin & Wellington,41.935015,-87.775838,3001,N Austin Ave,Chicago,IL,Cook County,60634
6186,291,ASHLAND,57TH STREET,NB,NS,9,N9,1,Ashland & 57th Street,41.790273,-87.664187,5701,S Ashland Ave,Chicago,IL,Cook County,60636
10916,292,RACINE,76TH STREET,NB,FS,"44,75",,1,Racine & 76th Street,41.756238,-87.653487,7559,S Racine Ave,Chicago,IL,Cook County,60620
880,293,NORTH AVENUE,HAMLIN,EB,NS,72,,1,North Ave & Hamlin,41.909654,-87.721824,3801,W North Ave,Chicago,IL,Cook County,60647
26,294,JACKSON,CENTRAL PARK,EB,FS,126,,1,Jackson & Central Park,41.877061,-87.715583,305,S Central Park Blvd,Chicago,IL,Cook County,60624
5660,295,IRVING PARK,DAMEN/LINCOLN,EB,NS,80,,1,Irving Park & Damen/Lincoln,41.954323,-87.679182,4000,N Lincoln Ave,Chicago,IL,Cook County,60618
3385,296,63RD STREET,KEELER,EB,NS,63,N63,1,63rd Street & Keeler,41.778464,-87.727953,4201,W 63rd St,Chicago,IL,Cook County,60629
12445,297,119TH STREET,LOOMIS,EB,NT,119,,1,119th Street & Loomis,41.677839,-87.6567,1400,W 119th St,Chicago,IL,Cook County,60643
15698,298,ADDISON,NARRAGANSETT,EB,FS,152,,1,Addison & Narragansett,41.945413,-87.785951,6357,W Addison St,Chicago,IL,Cook County,60634
1881,299,DEARBORN,MONROE,NB,FS,"22,24,36,62,151","N22,N62",1,Dearborn & Monroe,41.881062,-87.629118,65,S Dearborn St,Chicago,IL,Cook County,60603
5954,300,HALSTED,ARMITAGE,NB,NS,8,,1,Halsted & Armitage,41.918065,-87.648261,1973,N Halsted St,Chicago,IL,Cook County,60614
2752,301,79TH STREET,WOOD,EB,NS,79,N79,1,79th Street & Wood,41.750141,-87.668013,7907,S Wood St,Chicago,IL,Cook County,60620
7661,302,35TH STREET,DAMEN,EB,NS,35,,1,35th Street & Damen,41.830226,-87.675444,2001,W 35th St,Chicago,IL,Cook County,60609
6688,303,POLK,DAMEN,EB,NS,157,,1,Polk & Damen,41.87172,-87.676746,2212,W Polk St,Chicago,IL,Cook County,60612
2778,304,79TH STREET,INDIANA,EB,NS,79,N79,1,79th Street & Indiana,41.750886,-87.620068,131,E 79th St,Chicago,IL,Cook County,60619
2889,305,111TH STREET,MICHIGAN,EB,NS,111,,1,111th Street & Michigan,41.692461,-87.621377,11100,S Michigan Ave,Chicago,IL,Cook County,60628
389,306,MADISON,MENARD,EB,NS,20,N20,1,Madison & Menard,41.879948,-87.76994,5801,W Madison St,Chicago,IL,Cook County,60644
15789,307,87TH STREET,MORGAN,EB,FS,"24,87",N87,1,87th Street & Morgan,41.735842,-87.648164,8705,S Morgan St,Chicago,IL,Cook County,60620
1631,308,51ST STREET,KING DRIVE (e. serv. dr.),EB,FS,15,,1,51st Street & King Drive,41.802349,-87.615184,5054,S Washington Park Ct,Chicago,IL,Cook County,60615
7022,309,S. SHORE DRIVE,79TH STREET,NB,FS,"N5,6,26,71",N5,1,S. Shore Drive & 79th Street,41.752221,-87.548805,7866,S South Shore Dr,Chicago,IL,Cook County,60649
8171,310,47TH STREET,WALLACE,EB,NS,47,,1,47th Street & Wallace,41.808765,-87.640829,601,W 47th St,Chicago,IL,Cook County,60609
10786,311,71ST STREET,KING DRIVE,EB,NS,71,,1,71st Street & King Drive,41.765894,-87.615514,376,E 71st St,Chicago,IL,Cook County,60619
2890,312,111TH STREET,INDIANA,EB,NS,111,,1,111th Street & Indiana,41.692418,-87.618506,11100,S Indiana Ave,Chicago,IL,Cook County,60628
1756,313,MORSE,SHERIDAN,EB,NS,155,,1,Morse & Sheridan,42.007783,-87.662008,1207,W Morse Ave,Chicago,IL,Cook County,60626
11161,314,HOMAN (east leg),GRAND,SB,NS,82,,1,Homan & Grand,41.900548,-87.711353,1043,N Homan Ave,Chicago,IL,Cook County,60651
2497,315,COTTAGE GROVE,60TH STREET,NB,NS,4,N4,1,Cottage Grove & 60th Street,41.785607,-87.606394,753,E 60th St,Chicago,IL,Cook County,60637
6262,316,ASHLAND,WEBSTER,NB,NS,9,,1,Ashland & Webster,41.921206,-87.668944,2160,N Ashland Ave,Chicago,IL,Cook County,60614
4982,317,LASALLE,HURON,NB,FS,156,,1,LaSalle & Huron,41.89501,-87.632945,700,N La Salle Dr,Chicago,IL,Cook County,60654
6724,318,SEDGWICK,NORTH AVENUE,NB,NS,37,,1,Sedgwick & North Avenue,41.910843,-87.638845,403,W North Ave,Chicago,IL,Cook County,60610
9420,1,87TH STREET,DREXEL,EB,NT,87,,1,87th Street & Drexel,41.736492,-87.602609,855,E 87th St,Chicago,IL,Cook County,60619
9421,2,87TH STREET,DAUPHIN/INGLESIDE,EB,NS,87,,1,87th Street & Dauphin/Ingleside,41.736526,-87.601405,885,E 87th St,Chicago,IL,Cook County,60619
3369,3,65TH STREET,LONG,EB,NT,165,,1,65th Street & Long,41.774647,-87.756494,6469,S Long Ave,Chicago,IL,Cook County,60638
3743,4,LAWRENCE,LAWNDALE,EB,NS,81,N81,1,Lawrence & Lawndale,41.968145,-87.72086,3701,W Lawrence Ave,Chicago,IL,Cook County,60625
13014,5,61ST STREET,ELLIS,EB,NS,59,,1,61st Street & Ellis,41.783959,-87.601459,973,E 61st St,Chicago,IL,Cook County,60637
332,6,ROOSEVELT,900 WEST,WB,MB,12,,1,900 W Roosevelt,41.866577,-87.649657,901,W Roosevelt Rd,Chicago,IL,Cook County,60608
11374,7,MONTROSE,WINCHESTER,WB,NS,78,,1,Montrose & Winchester,41.961655,-87.677303,4405,N Winchester Ave,Chicago,IL,Cook County,60640
7115,8,STONY ISLAND,ANTHONY,NB,NS,28,,1,Stony Island & Anthony,41.748612,-87.585181,8027,S Stony Island Ave,Chicago,IL,Cook County,60617
6995,9,COMMERCIAL,102ND STREET,NB,NS,71,,1,Commercial & 102nd Street,41.709788,-87.552016,10203,S Commercial Ave,Chicago,IL,Cook County,60617
10818,10,YATES,EXCHANGE/71ST ST. (s.leg),NB,NS,71,,1,Yates & Exchange,41.765472,-87.56623,7136,S Exchange Ave,Chicago,IL,Cook County,60649
9628,11,AUSTIN,FULTON/PLEASANT,NB,FS,91,,1,Austin & Fulton/Pleasant,41.885728,-87.774582,301,N Austin Blvd,Chicago,IL,Cook County,60644
4163,12,ASHLAND,ORANGE LINE STATION,WB,TERM,31,,1,Ashland Orange Line Station,41.838984,-87.665177,,I 55,Chicago,IL,Cook County,60608
10823,13,71ST STREET,MERRILL,WB,NS,71,,1,71st Street & Merrill,41.766431,-87.572428,2134,E 71st St,Chicago,IL,Cook County,60649
14896,14,DIVERSEY,MILDRED,WB,NS,76,,1,Diversey & Mildred,41.932877,-87.651241,858,W Diversey Pkwy,Chicago,IL,Cook County,60614
7519,15,31ST STREET,HALSTED,WB,NS,31,,1,31st Street & Halsted,41.838193,-87.64643,800,W 31st St,Chicago,IL,Cook County,60608
6485,16,WENTWORTH,26TH STREET,NB,NS,24,,1,Wentworth & 26th Street,41.845317,-87.63208,2604,S Wentworth Ave,Chicago,IL,Cook County,60616
10607,17,GARFIELD,DAMEN,WB,FS,55,N55,1,Garfield & Damen,41.794126,-87.67484,2006,W Garfield Blvd,Chicago,IL,Cook County,60609
1262,18,FULLERTON,KOSTNER,WB,NS,74,,1,Fullerton & Kostner,41.924589,-87.736412,4358,W Fullerton Ave,Chicago,IL,Cook County,60639
601,19,CHICAGO,STATE,WB,NS,66,N66,1,Chicago & State (Red Line),41.896487,-87.627828,1,E Chicago Ave,Chicago,IL,Cook County,60611
15769,20,115TH STREET,HALSTED,WB,FS,115,,1,115th Street & Halsted,41.684766,-87.642607,11500,S Halsted St,Chicago,IL,Cook County,60628
508,21,MADISON,MENARD,WB,NS,20,N20,1,Madison & Menard,41.879948,-87.76994,5801,W Madison St,Chicago,IL,Cook County,60644
15557,22,GRAND,HAMLIN,WB,FS,65,,1,Grand & Hamlin,41.904575,-87.721861,3808,W Grand Ave,Chicago,IL,Cook County,60651
9335,23,BELMONT,MENARD,WB,NS,77,N77,1,Belmont & Menard,41.93874,-87.771213,5758,W Belmont Ave,Chicago,IL,Cook County,60634
11379,24,MONTROSE,WESTERN,WB,NS,78,,1,Montrose & Western,41.961196,-87.688298,4357,N Western Ave,Chicago,IL,Cook County,60618
12065,25,LUNT,CLARK,WB,FS,96,,1,Lunt & Clark,42.008803,-87.674184,6978,N Clark St,Chicago,IL,Cook County,60626
15108,26,ONTARIO,STATE,WB,FS,125,,1,Ontario & State,41.893458,-87.628497,626,N State St,Chicago,IL,Cook County,60654
10629,27,55TH STREET,KEELER,WB,NS,55,,1,55th Street & Keeler,41.793427,-87.727718,4150,W 55th St,Chicago,IL,Cook County,60632
12267,28,106TH STREET,AVENUE O,WB,NS,26100,,1,106th Street & Avenue O,41.702981,-87.540293,3424,E 106th St,Chicago,IL,Cook County,60617
12272,29,106TH STREET,MUSKEGON,WB,NS,26100,,1,106th Street & Muskegon,41.702992,-87.555399,10600,S Muskegon Ave,Chicago,IL,Cook County,60617
14862,30,PERSHING,HALSTED,WB,FS,39,,1,Pershing & Halsted,41.822985,-87.646697,811,W Pershing Rd,Chicago,IL,Cook County,60609
5086,31,HALSTED,47TH STREET,NB,FS,"8,44",,1,Halsted & 47th Street,41.809197,-87.645311,4651,S Halsted St,Chicago,IL,Cook County,60609
9145,32,PULASKI,FOSTER,NB,NS,53,,1,Pulaski & Foster,41.974943,-87.72654,3919,W Foster Ave,Chicago,IL,Cook County,60625
6446,33,WENTWORTH,71ST STREET,NB,NS,24,,1,Wentworth & 71st Street,41.765173,-87.629385,7107,S Wentworth Ave,Chicago,IL,Cook County,60621
9087,34,PULASKI,HARRISON,NB,NS,53,N53,1,Pulaski & Harrison (Blue Line),41.873247,-87.725245,3959,W Harrison St,Chicago,IL,Cook County,60624
6767,35,18TH STREET,RACINE,EB,NS,18,,1,18th Street & Racine,41.857832,-87.65677,1800,S Racine Ave,Chicago,IL,Cook County,60608
11939,36,93RD STREET,JEFFERY,EB,NS,"N5,95",N5,1,93rd Street & Jeffery,41.725881,-87.575696,1957,E 93rd St,Chicago,IL,Cook County,60617
4925,37,IRVING PARK,CLARENDON,EB,FS,80135148,,1,Irving Park & Clarendon,41.954378,-87.649486,3957,N Clarendon Ave,Chicago,IL,Cook County,60613
12453,38,119TH STREET,HALSTED,EB,NS,119,,1,119th Street & Halsted,41.678005,-87.64242,808,W 119th St,Chicago,IL,Cook County,60643
5702,39,IRVING PARK,KIMBALL,WB,NS,80,,1,Irving Park & Kimball,41.954066,-87.712742,4003,N Kimball Ave,Chicago,IL,Cook County,60618
11897,40,CALIFORNIA,FOSTER,NB,FS,93,,1,California & Foster,41.976007,-87.699137,5210,N California Ave,Chicago,IL,Cook County,60625
11409,41,MONTROSE,LONG,WB,NS,78,,1,Montrose & Long,41.960759,-87.762132,5358,W Montrose Ave,Chicago,IL,Cook County,60641
11069,42,DIVERSEY,KEDZIE,WB,FS,76,,1,Diversey & Kedzie,41.932161,-87.707224,2803,N Kedzie Ave,Chicago,IL,Cook County,60647
9476,43,87TH STREET,DOBSON,WB,NT,87,,1,87th Street & Dobson,41.737329,-87.598819,1040,E 87th St,Chicago,IL,Cook County,60619
17166,44,MADISON,KOSTNER,WB,FS,20,N20,1,Madison & Kostner,41.880848,-87.735997,4410,W Madison St,Chicago,IL,Cook County,60624
17200,45,DEVON,SACRAMENTO,WB,FS,155,,1,Devon & Sacramento,41.99765,-87.704698,3000,W Devon Ave,Chicago,IL,Cook County,60659
14958,46,MADISON,LARAMIE,WB,FS,20,N20,1,Madison & Laramie,41.880053,-87.755468,5201,W Madison St,Chicago,IL,Cook County,60644
10096,47,69TH STREET,HALSTED,WB,NS,67,,1,69th Street & Halsted,41.768955,-87.644132,6859,S Halsted St,Chicago,IL,Cook County,60621
4756,48,FOSTER,CICERO,EB,NS,92,,1,Foster & Cicero,41.975125,-87.748376,5160,N Cicero Ave,Chicago,IL,Cook County,60630
9186,49,51ST STREET,STATE,EB,NS,15,,1,51st Street & State,41.801707,-87.625602,5105,S State St,Chicago,IL,Cook County,60609
